,budget,cast,close,director,gross,mpaa,open,opening_gross,opening_theaters,rank,rating,season,studio,title,year,June-Sep,Oct-Nov,Jan-May,Dec,mpaa_new,PG,R,PG-13,prol_studio,Tier_2
2630916,2000000.0,,10/23,,89787.0,Rated PG for mild thematic material.,9/19,42200.0,3.0,377,7.5,June-Sep,SD,Pump,2014,True,False,False,False,PG,True,False,False,False,False
2431286,12000000.0,,5/22,,37709979.0,"Rated PG-13 on appeal for some strong language, thematic elements and sexual references",11/22,128435.0,4.0,80,7.6,Oct-Nov,Wein.,Philomena,2013,False,True,False,False,PG-13,False,False,True,False,False
2369135,66000000.0,,6/19,,43577636.0,"Rated PG-13 for sequences of reckless street racing, disturbing crash scenes, nudity and crude language",3/14,17844939.0,3115.0,75,6.6,Jan-May,BV,Need for Speed,2014,False,False,True,False,PG-13,False,False,True,False,True
1234548,24000000.0,,2/4,,32428195.0,"Rated R for language, some drug content and brief nudity",11/6,12706654.0,2443.0,87,6.2,Oct-Nov,Over.,The Men Who Stare at Goats,2009,False,True,False,False,R,False,True,False,False,False
1560957,400000.0,,11/4,,433588.0,"Rated PG for thematic elements, brief language and smoking",10/15,249428.0,537.0,239,5.0,Oct-Nov,Free,I Want Your Money,2010,False,True,False,False,PG,True,False,False,False,False
1262416,40000000.0,,6/30,,38180928.0,"Rated R for strong bloody violence, language and some teen drinking",4/15,18692090.0,3305.0,78,6.2,Jan-May,W/Dim.,Scream 4,2011,False,False,True,False,R,False,True,False,False,False
1220198,10000000.0,,1/7,,25486040.0,"Rated PG-13 for violent/disturbing images, some terror, thematic elements and brief sexuality",11/6,12231160.0,2527.0,100,5.9,Oct-Nov,Uni.,The Fourth Kind,2009,False,True,False,False,PG-13,False,False,True,False,False
1334260,15000000.0,,12/16,,2434652.0,Rated R for some sexuality and nudity,9/15,111734.0,4.0,167,7.2,June-Sep,FoxS,Never Let Me Go,2010,True,False,False,False,R,False,True,False,False,False
2170439,40000000.0,,2/19,,54445357.0,Rated R for strong crude sexual content and language throughout,11/26,15457418.0,3375.0,58,6.3,Oct-Nov,WB,Horrible Bosses 2,2014,False,True,False,False,R,False,True,False,False,False
1220213,5000000.0,,8/20,,8297.0,"Rated R for bloody images, violence and some sexual content",8/14,6174.0,2.0,480,5.2,June-Sep,Anch.,Grace ,2009,True,False,False,False,R,False,True,False,False,True
1598778,60000000.0,,12/15,,75658097.0,Rated PG-13 for disturbing content and some language,9/9,22403596.0,3222.0,45,6.7,June-Sep,WB,Contagion,2011,True,False,False,False,PG-13,False,False,True,False,False
1430626,55000000.0,,8/5,,31051126.0,"Rated PG for mild action, rude humor and some language",4/27,11137734.0,3358.0,97,6.7,Jan-May,Sony,The Pirates! Band of Misfits,2012,False,False,True,False,PG,True,False,False,False,False
1091722,9800000.0,,5/28,,16044025.0,"Rated R for language, drug use and sexual references",4/3,5722039.0,1862.0,120,6.8,Jan-May,Mira.,Adventureland,2009,False,False,True,False,R,False,True,False,False,False
2364841,30000000.0,,12/8,,19316646.0,Rated R for language and some sexual content,10/4,7706712.0,3026.0,113,5.6,Oct-Nov,Fox,Runner Runner,2013,False,True,False,False,R,False,True,False,False,False
1092633,10000000.0,,10/1,,15122676.0,"Rated R for sexual content, nudity, pervasive language and some drug material",8/14,5642137.0,1838.0,123,5.8,June-Sep,ParV,"The Goods: Live Hard, Sell Hard",2009,True,False,False,False,R,False,True,False,False,False
2402157,15000000.0,,10/30,,25018119.0,"Rated R for strong violence including a sexual assault, language, sexuality/nudity and brief drug use",8/27,7911597.0,2776.0,102,6.3,June-Sep,Rela.,The November Man,2014,True,False,False,False,R,False,True,False,False,False
1135084,32000000.0,,11/18,,57744720.0,"Rated PG-13 for intense sequences of violence and action, a sexual situation/partial nudity and some language",8/27,20512304.0,2206.0,60,6.2,June-Sep,SGem,Takers,2010,True,False,False,False,PG-13,False,False,True,False,False
0427152,69000000.0,,10/14,,73026337.0,"Rated PG-13 for sequences of crude and sexual content, some partial nudity and language",7/30,23527839.0,2911.0,46,5.9,June-Sep,P/DW,Dinner for Schmucks,2010,True,False,False,False,PG-13,False,False,True,False,False
1630036,2000000.0,,1/26,,34522221.0,Rated PG-13 for some violence and drug content,9/30,9112839.0,1161.0,94,7.0,June-Sep,TriS,Courageous,2011,True,False,False,False,PG-13,False,False,True,False,False
1637706,5000000.0,,11/24,,24816118.0,"Rated R for sexual content including nudity, and for language throughout",8/26,7011631.0,2555.0,108,6.4,June-Sep,Wein.,Our Idiot Brother,2011,True,False,False,False,R,False,True,False,False,False
1189340,40000000.0,,7/21,,58009200.0,"Rated R for some violence, sexual content and language",3/18,13206453.0,2707.0,58,7.3,Jan-May,LGF,The Lincoln Lawyer,2011,False,False,True,False,R,False,True,False,False,False
1136608,30000000.0,,11/1,,115646235.0,Rated R for bloody violence and pervasive language,8/14,37354308.0,3049.0,27,8.0,June-Sep,TriS,District 9,2009,True,False,False,False,R,False,True,False,False,False
1268799,20000000.0,,1/12,,35061031.0,"Rated R for strong crude and sexual content, graphic nudity, pervasive language, drug use and some violence",11/4,12954142.0,2875.0,91,6.3,Oct-Nov,WB (NL),A Very Harold & Kumar 3D Christmas,2011,False,True,False,False,R,False,True,False,False,False
1684628,900000.0,,12/15,,454121.0,"Rated R for sexual content, language and some drug use",8/26,43318.0,7.0,259,5.9,June-Sep,RAtt.,Circumstance,2011,True,False,False,False,R,False,True,False,False,False
1305583,14000000.0,,6/17,,20255281.0,Rated PG-13 for some sexual content and brief strong language,3/12,7629862.0,1605.0,115,4.8,Jan-May,FoxS,Our Family Wedding,2010,False,False,True,False,PG-13,False,False,True,False,False
0473705,60000000.0,,6/18,,37017955.0,"Rated PG-13 for some violence, language including sexual references, and brief drug content",4/17,14071280.0,2803.0,79,7.1,Jan-May,Uni.,State of Play,2009,False,False,True,False,PG-13,False,False,True,False,False
1528100,140000000.0,,2/26,,65014513.0,Rated PG-13 for violence including battle sequences and intense images,12/12,24115934.0,3503.0,50,6.1,Dec,Fox,Exodus: Gods and Kings,2014,False,False,False,True,PG-13,False,False,True,False,False
1322312,32000000.0,,10/21,,17804299.0,"Rated R for sexual content including dialogue, language throughout, some drug use and brief nudity",9/3,6884964.0,3030.0,120,6.4,June-Sep,WB (NL),Going the Distance,2010,True,False,False,False,R,False,True,False,False,False
1440728,20000000.0,,11/4,,35606376.0,"Rated R for violence, sexual content and nudity",9/1,13177790.0,2823.0,84,6.3,June-Sep,Focus,The American,2010,True,False,False,False,R,False,True,False,False,False
1244659,31000000.0,,2/11,,12068313.0,"Rated PG for thematic material, language and a mild suggestive moment",1/22,6012594.0,2549.0,129,6.5,Jan-May,CBS,Extraordinary Measures,2010,False,False,True,False,PG,True,False,False,False,False
1730687,12000000.0,,8/23,,793815.0,"Rated PG-13 for some sexual content including references, and language",4/20,39962.0,4.0,223,5.0,Jan-May,SPC,Darling Companion,2012,False,False,True,False,PG-13,False,False,True,False,False
1067583,38000000.0,,8/11,,58709717.0,Rated PG-13 for moments of intense violence and sexual content,4/22,16842353.0,2817.0,57,6.9,Jan-May,Fox,Water for Elephants,2011,False,False,True,False,PG-13,False,False,True,False,False
1545106,16000000.0,,11/15,,3361.0,"Rated PG-13 for violent images, some drug material, sexual content and language",11/2,548.0,1.0,636,5.1,Oct-Nov,Anch.,Vamps,2012,False,True,False,False,PG-13,False,False,True,False,True
1134854,4200000.0,,7/15,,101740.0,"Rated R for strong zombie violence/gore, language and brief sexuality",5/28,43757.0,20.0,334,5.0,Jan-May,Magn.,George A. Romero's Survival of the Dead,2010,False,False,True,False,R,False,True,False,False,False
1043726,70000000.0,,3/13,,18848538.0,"Rated PG-13 for sequences of intense combat action and violence, and for some sensuality",1/10,8868318.0,2104.0,109,4.2,Jan-May,LG/S,The Legend of Hercules,2014,False,False,True,False,PG-13,False,False,True,False,False
2015381,170000000.0,,1/22,,333176600.0,"Rated PG-13 for intense sequences of sci-fi violence and action, and for some language",8/1,94320883.0,4080.0,3,8.1,June-Sep,BV,Guardians of the Galaxy,2014,True,False,False,False,PG-13,False,False,True,False,True
1160368,35000000.0,,6/25,,125120.0,Rated PG-13 for intense sequences of violence and action,3/4,12042.0,5.0,301,5.6,Jan-May,SPC,12,2009,False,False,True,False,PG-13,False,False,True,False,False
2582846,12000000.0,,10/9,,124872350.0,"Rated PG-13 for thematic elements, some sexuality and brief strong language",6/6,48002523.0,3173.0,25,7.9,June-Sep,Fox,The Fault in our Stars,2014,True,False,False,False,PG-13,False,False,True,False,False
0790736,130000000.0,,9/26,,33618855.0,"Rated PG-13 for violence, sci-fi/fantasy action, some sensuality, and language including sex references",7/19,12691415.0,2852.0,85,5.6,June-Sep,Uni.,R.I.P.D.,2013,True,False,False,False,PG-13,False,False,True,False,False
1407061,12000000.0,,8/5,,21540363.0,Rated PG for some suggestive material and brief language,5/14,8284989.0,1831.0,111,5.8,Jan-May,FoxS,Just Wright,2010,False,False,True,False,PG,True,False,False,False,False
1604171,8000000.0,,6/23,,10130219.0,Rated PG for mild language and a brief fight,4/29,4712638.0,2730.0,141,5.4,Jan-May,BV,Prom,2011,False,False,True,False,PG,True,False,False,False,True
1433822,17000000.0,,10/11,,4936819.0,Rated PG-13 for terror/frightening images and some sensuality,8/24,2841488.0,810.0,154,4.1,June-Sep,WB,The Apparition,2012,True,False,False,False,PG-13,False,False,True,False,False
1403981,16000000.0,,5/13,,19068240.0,"Rated PG-13 for violence, sexual content, language and smoking",3/12,8089139.0,2212.0,118,7.2,Jan-May,Sum.,Remember Me,2010,False,False,True,False,PG-13,False,False,True,False,False
1226229,40000000.0,,8/12,,60974475.0,"Rated R for strong sexual content and drug use throughout, and pervasive language",6/4,17570955.0,2697.0,54,6.4,June-Sep,Uni.,Get Him to the Greek,2010,True,False,False,False,R,False,True,False,False,False
1307068,10000000.0,,7/5,,7078738.0,"Rated R for language including sexual references, some drug use and brief violence",6/22,3822803.0,1625.0,143,6.7,June-Sep,Focus,Seeking a Friend for the End of the World,2012,True,False,False,False,R,False,True,False,False,False
1623205,200000000.0,,7/18,,234911825.0,"Rated PG for sequences of action and scary images, and brief mild language",3/8,79110453.0,3912.0,10,6.4,Jan-May,BV,Oz The Great and Powerful,2013,False,False,True,False,PG,True,False,False,False,True
0477080,95000000.0,,3/10,,81562942.0,"Rated PG-13 for sequences of action and peril, and some language",11/12,22688457.0,3207.0,41,6.8,Oct-Nov,Fox,Unstoppable,2010,False,True,False,False,PG-13,False,False,True,False,False
1135503,6000000.0,,8/6,,65108.0,Rated PG-13 for brief strong language and some sensuality,5/8,12524.0,3.0,341,7.0,Jan-May,Magn.,Julia ,2009,False,False,True,False,PG-13,False,False,True,False,False
0829150,70000000.0,,11/27,,56280355.0,"Rated PG-13 for intense sequences of warfare, vampire attacks, disturbing images, and some sensuality",10/10,23514615.0,2885.0,57,6.3,Oct-Nov,Uni.,Dracula Untold,2014,False,True,False,False,PG-13,False,False,True,False,False
1228987,20000000.0,,12/9,,12134935.0,"Rated R for strong bloody horror violence, language and a brief sexual situation",10/1,5147479.0,2020.0,128,7.2,Oct-Nov,Over.,Let Me In,2010,False,True,False,False,R,False,True,False,False,False
1155056,40000000.0,,6/4,,71440011.0,"Rated R for pervasive language, including crude and sexual references",3/20,17810270.0,2711.0,47,7.1,Jan-May,P/DW,"I Love You, Man",2009,False,False,True,False,R,False,True,False,False,False
1438176,30000000.0,,11/10,,18302607.0,"Rated R for bloody horror violence, and language including some sexual references",8/19,7714388.0,3114.0,122,6.4,June-Sep,BV,Fright Night ,2011,True,False,False,False,R,False,True,False,False,True
1302011,150000000.0,,9/29,,165249063.0,Rated PG for sequences of martial arts action and mild violence,5/26,47656302.0,3925.0,15,7.3,Jan-May,P/DW,Kung Fu Panda 2,2011,False,False,True,False,PG,True,False,False,False,False
0780511,20000000.0,,12/24,,9208876.0,Rated PG-13 for thematic elements and brief strong language,12/4,3852068.0,2133.0,146,7.2,Dec,Mira.,Everybody's Fine,2009,False,False,False,True,PG-13,False,False,True,False,False
1885265,14000000.0,,5/17,,35025791.0,"Rated PG-13 for sexual content, language, some violence and thematic material",2/24,15583924.0,2132.0,93,5.3,Jan-May,LGF,Tyler Perry's Good Deeds,2012,False,False,True,False,PG-13,False,False,True,False,False
1327194,25000000.0,,7/19,,60457138.0,Rated PG-13 for some sexuality and violence,4/20,22518358.0,3155.0,53,6.5,Jan-May,WB,The Lucky One,2012,False,False,True,False,PG-13,False,False,True,False,False
1120985,1000000.0,,4/21,,9706328.0,"Rated R on appeal for strong graphic sexual content, language, and a beating (re-rating on appeal)",12/29,193728.0,4.0,133,7.4,Dec,Wein.,Blue Valentine,2010,False,False,False,True,R,False,True,False,False,False
0787474,60000000.0,,2/5,,50837305.0,"Rated PG for action, some  peril and mild rude humor",9/26,17275239.0,3464.0,64,6.8,June-Sep,Focus,The Boxtrolls,2014,True,False,False,False,PG,True,False,False,False,False
1258972,15000000.0,,12/20,,15634090.0,"Rated R for bloody violence, strong sexuality, language and brief drug use",11/2,7910980.0,1868.0,121,5.4,Oct-Nov,Uni.,The Man with the Iron Fists,2012,False,True,False,False,R,False,True,False,False,False
1554091,10000000.0,,9/1,,1759252.0,"Rated PG-13 for some violence, language and brief drug use",6/24,62087.0,4.0,185,7.2,June-Sep,Sum.,A Better Life,2011,True,False,False,False,PG-13,False,False,True,False,False
1399683,2000000.0,,4/21,,6531503.0,"Rated R for some drug material, language and violent content",6/11,84797.0,4.0,143,7.2,June-Sep,RAtt.,Winter's Bone,2010,True,False,False,False,R,False,True,False,False,False
1470023,10000000.0,,6/10,,8525600.0,"Rated R for strong crude and sexual content, violence, language and some nudity",5/21,4043495.0,2551.0,136,5.5,Jan-May,Uni.,MacGruber,2010,False,False,True,False,R,False,True,False,False,False
1355630,11000000.0,,11/6,,50474843.0,Rated PG-13 for thematic elements and some sexual material,8/22,15679190.0,2907.0,66,6.8,June-Sep,WB,If I Stay,2014,True,False,False,False,PG-13,False,False,True,False,False
1433108,24000000.0,,2/10,,23240020.0,"Rated R for strong violence, some drug use and language",11/24,8523153.0,2454.0,110,6.5,Oct-Nov,CBS,Faster,2010,False,True,False,False,R,False,True,False,False,False
1592525,20000000.0,,5/24,,14326864.0,"Rated PG-13 for intense sequences of violence and action, and language including some sexual references",4/13,6231836.0,2308.0,125,6.1,Jan-May,FD,Lockout,2012,False,False,True,False,PG-13,False,False,True,False,False
1229340,50000000.0,,2/20,,125168368.0,"Rated PG-13 for crude and sexual content, drug use, language and comic violence",12/18,26232425.0,3507.0,23,6.4,Dec,Par.,Anchorman 2: The Legend Continues,2013,False,False,False,True,PG-13,False,False,True,False,False
0971209,14000000.0,,9/17,,15515460.0,"Rated R for graphic violence, language including sexual references and some drug use",8/7,5948555.0,2159.0,122,6.5,June-Sep,Uni.,A Perfect Getaway,2009,True,False,False,False,R,False,True,False,False,False
2387433,3500000.0,,5/23,,17418667.0,"Rated PG-13 for violence, terror throughout, sexual material, drug content and language - all involving teens",2/22,8189166.0,2313.0,120,6.3,Jan-May,W/Dim.,Dark Skies,2013,False,False,True,False,PG-13,False,False,True,False,False
2091473,15000000.0,,1/24,,7597898.0,Rated R for language,12/28,173915.0,25.0,141,6.6,Dec,Focus,Promised Land ,2012,False,False,False,True,R,False,True,False,False,False
0879870,60000000.0,,11/4,,80574010.0,"Rated PG-13 on appeal for brief strong language, some sexual references and male rear nudity (re-rating on appeal)",8/13,23104523.0,3082.0,42,5.7,June-Sep,Sony,Eat Pray Love,2010,True,False,False,False,PG-13,False,False,True,False,False
1038919,45000000.0,,7/8,,67061228.0,"Rated PG-13 for sexual content including suggestive comments, language and some violence",3/19,20686423.0,3074.0,48,5.5,Jan-May,Sony,The Bounty Hunter,2010,False,False,True,False,PG-13,False,False,True,False,False
